"No","alp_b","alp_c"
80,0.00458459882913623,0.778375795911998
81,0.022981679079493,0.357339860943612
82,0.0299739138149167,0.515663937770296
83,0.0459868983173929,0.552428385184612
84,0.0491413756274292,0.679688785262406
85,0.00189975094155874,0.825763596089091
86,0.0289010906709824,0.850691376226023
87,0.0366683752670093,0.565010175239295
88,0.0124446327141742,0.703972311136313
89,0.0150438188779098,0.988817465624306
90,0.0366760004120879,0.853729288463946
91,0.0453486492343107,0.910297371610068
92,0.0104987402356672,0.731318950760178
93,0.0179133180793026,0.266708646512125
94,0.0224204742282908,0.0704037780337967
95,0.0453222573860781,0.459941133894026
96,0.0194780703942687,0.84790046222508
97,0.0258778128763544,0.287472655940801
98,0.00627070199584123,0.760644118259661
99,0.00151698582876474,0.0538542092591524
100,0.0385925566729577,0.499401048670989
101,0.0163774799560802,0.402556037518661
102,0.0194800398755958,0.647908845089842
103,0.00206222719759215,0.443399710610975
104,0.0180762177579338,0.554971817124169
105,0.0285531944131921,0.588951257390436
106,0.0342471632968052,0.32758859581314
107,0.0485561261829617,0.664263865742832
108,0.035100920782832,0.399282966104802
109,0.000587159778762143,0.625855118150357
110,0.0267812511169282,0.0179959319951013
111,0.0418302074196353,0.27343175036367
112,0.0403452684544609,0.944201218865346
113,0.00405582283679396,0.796844558033627
114,0.0119530759976665,0.82150257413974
115,0.0482998332996434,0.135803978897166
116,0.00189323959845584,0.586206338286866
117,0.0458211575440131,0.958768467539921
118,0.036314066657545,0.562050383470487
119,0.0100468029501429,0.971914609835949
120,0.042011635314133,0.526091772918589
121,0.019839150739105,0.520934568254743
122,0.0196411859452142,0.154283926144708
123,0.0236331187792146,0.422433845906053
124,0.0291870091574639,0.92686363405548
125,0.0176258345738286,0.174744024926331
126,0.00143341590264346,0.787647775707301
127,0.04975444585355,0.471473722949158
128,0.0478783473722404,0.449185416316614
129,0.0275870423031389,0.397022965371143
130,0.00510667833355954,0.741661082142964
131,0.0119033782498818,0.566138892169111
132,0.0430062822670536,0.144672590666451
133,0.036915681707242,0.975470995130017
134,0.0248706401032023,0.0457568513951264
135,0.0290002550468803,0.516785416004714
136,0.000819007424139418,0.406314005635213
137,0.0236117727819248,0.0159116123057902
138,0.00212906254408183,0.249229512983002
139,0.0231630892707617,0.741024333497044
140,0.0315034384498629,0.193656812228728
141,0.0336657318953029,0.475173212161753
142,0.00436086318509653,0.711791021178942
143,0.00718775414762087,0.132332056344021
144,0.0454248401612369,0.84114991130773
145,0.00613540417707758,0.864617930976674
146,0.0364458509963914,0.889476203594822
147,0.0475193550423835,0.271634425446391
148,0.00217736219069688,0.778747417542618
149,0.00098976890778169,0.819026049883105
150,0.00996163229595171,0.199387769941241
151,0.0252592622146965,0.214603114430793
152,0.0463201742569357,0.185151627270971
153,0.00692870056153508,0.577787293666042
154,0.00846803685912164,0.312760525215417
155,0.0303353026219341,0.721201995727606
156,0.0407956759063061,0.114102615348529
157,0.0421706265597418,0.818701205935795
158,0.0394059789053234,0.387420270503499
159,0.000960853074910119,0.599094995181076
160,0.0349073939708225,0.648807450614404
161,0.0407565048407344,0.961382660008967
162,0.0284243190489314,0.311999818405602
163,0.0240083435152518,0.147491398907732
164,0.00807689218297135,0.784764427042101
165,0.00447191903297557,0.254623284270056
166,0.00814249192321673,0.640082149063237
167,0.00134615523152985,0.564108592777047
168,0.0354843774854811,0.679085874590091
169,0.038053298669667,0.622005822933279
170,0.0428751642260724,0.0674213089840487
171,0.0218689183352981,0.619156892877072
172,0.0208626509758155,0.899992316067219
173,0.0292866180229187,0.90035212376155
174,0.0412501293665636,0.677120096720755
175,0.0396590299793822,0.326694585583173
176,0.0163143669782998,0.786069235079922
177,0.0478970178540959,0.371722805250902
178,0.032654450285316,0.676054809654597
179,0.0229392042026226,0.946012585985009
180,0.0303050339527568,0.424629993112758
181,0.0144432096183766,0.0766566642629914
182,0.0358943638794543,0.173076638556086
183,0.0461706381535134,0.998423255907837
184,0.0337502249266836,0.604374900388066
185,0.00930514021569397,0.312312149303034
186,0.0174098774679354,0.478954356827307
187,0.00618474136560457,0.415029639918357
188,0.00541472977882251,0.228993224825244
189,0.0149046804594039,0.693732366741169
190,0.041911613047435,0.034735676262062
191,0.0496386269873823,0.924104246550705
192,0.0218623491220735,0.0847630520560779
193,0.0101362028836505,0.559917950106319
194,0.0481939363193768,0.916217191412579
195,0.0330227517319075,0.399988061459735
196,0.0149128603056609,0.578592783391941
197,0.00597191667209379,0.345490815460216
198,0.0299915825454122,0.0850534377479926
199,0.00601832573954482,0.19455856180517
200,0.0394237164933491,0.445025936639868
201,0.0184861075814324,0.69235989497276
202,0.0478165785828372,0.85137973273173
203,0.0456796970228595,0.402489441244397
204,0.041168583812255,0.852268710173666
205,0.0159809129705769,0.536599123997148
206,0.0438862392867473,0.274797274561133
207,0.0400195463931514,0.192353530116379
208,0.0305717184802447,0.690152399674989
209,0.00363033266244223,0.281553378279787
210,0.0210851696363371,0.622506912655663
211,0.0172298354185256,0.0431114069581963
212,0.0375892669942812,0.294017353288364
213,0.0109453784826468,0.571330601419322
214,0.0146137772976351,0.785304599818774
215,0.0178041087329225,0.907414986444637
216,0.0316017765703169,0.626179860446136
217,0.0446276280226978,0.774091280011926
218,0.0372041987274634,0.449312262905296
219,0.0228665488933795,0.885684847906232
220,0.00181441122793127,0.696822307736147
221,0.0284300407768041,0.95419915240258
222,0.0219564043646771,0.220649583972991
223,0.0300282178591099,0.90520417191321
224,0.0475696242518001,0.206052766228095
225,0.013478871280381,0.803237208202481
226,0.0329453311696486,0.0640315245557576
227,0.00383279596207431,0.899525337924715
228,0.00357354752407642,0.702044757930562
229,0.0185228726838925,0.508994799586944
230,0.0148621389946481,0.583694066575263
231,0.0275584028198849,0.489707651825156
232,0.0185008305225405,0.538300283108838
233,0.0422860196987493,0.344482161204796
234,0.0310433272307971,0.566235497312155
235,0.0199630097112479,0.0724241287144832
236,0.0149900798006728,0.810526112541556
237,0.0190621806310071,0.0262474311515689
238,0.035059735471555,0.313256712844595
239,0.0473437958789035,0.12211353598861
240,0.0386436877654213,0.263948536613025
241,0.010985312579507,0.698433753263671
242,0.0358083570182999,0.448926037338097
243,0.0332142560576554,0.803167419470847
244,0.0353154475586,0.577617038877215
245,0.013988603381929,0.186864789330866
246,0.0356154022498825,0.848307804802898
247,0.0330504959974345,0.904857459287159
248,0.00206022431174992,0.650951276095584
249,0.00306646332977107,0.200291579747573
250,0.0139952870318061,0.68635502718389
251,0.0151053661732632,0.834614721720573
252,0.0478309753934527,0.188750169598497
253,0.0194970377572975,0.671503341160715
254,0.0185957214483432,0.924597919860389
255,0.0421586928840075,0.714911723402329
256,0.0423632776729693,0.796392084481195
257,0.0159733643183461,0.382806607407983
258,0.00663397726174444,0.148264717652928
259,0.0308592849034071,0.472403563614935
260,0.0395673124243203,0.230211396254599
261,0.0169090548277786,0.506284235934727
262,0.0452733253698773,0.60045078641735
263,0.0098858599380753,0.699367528373841
264,0.0397063181209844,0.76007433423074
265,0.0377325987036852,0.0252400054736063
266,0.0455706284177327,0.514388658003882
267,0.0161411583520425,0.188935533124022
268,0.00431761196168838,0.490578889576718
269,0.0455609107067459,0.0606107036792673
270,0.0477591395190801,0.345202285542619
271,0.033560435765658,0.919779786670115
272,0.0372516602233681,0.626279832306318
273,0.0220064486464788,0.382424073566217
274,0.00576082050511148,0.0130549687193707
275,0.0337853826783667,0.959107078469824
276,0.0365806602362939,0.326476951038931
277,0.0242044052876695,0.578435313876253
278,0.00856069141665241,0.710474432397168
279,0.0337956682544714,0.424595854333602
280,0.0131568674209458,0.336199809540994
281,0.0170806266560731,0.76997772492934
282,0.0105201746909064,0.110579242829699
283,0.000825816509716678,0.527599474876188
284,0.0188443762437883,0.628443200467154
285,0.0281197470156359,0.991830498131458
286,0.034002430540612,0.715725488392636
287,0.0372719846360944,0.132841637772508
288,0.0475041353866109,0.0599527882342227
289,0.00816290480553172,0.101264597512782
290,0.0162445975398226,0.658785294720437
291,0.00664447461316362,0.921636143466458
292,0.031868498960135,0.18568064350402
293,0.0165531712361635,0.389605830507353
294,0.0324574878480239,0.275521529039834
295,0.0151513890635688,0.107206531479023
296,0.00357095098064048,0.893268811833113
297,0.0331228995390586,0.463371931142174
298,0.0379825820444175,0.809570118619595
299,0.0276724748626957,0.913301227127667
300,0.0269682121609175,0.908700862633996
301,0.0424811200962053,0.921705415411852
302,0.032664765681061,0.559475134140812
303,0.0475447789627826,0.0463383212010376
304,0.0308649801870086,0.70842289613327
305,0.0246471032800432,0.740315239387564
306,0.0488005682034814,0.939340098141693
307,0.0245223573540081,0.245526316601317
308,0.0327620634312765,0.735173447262496
309,0.0299441014490882,0.680228978784289
310,0.0473789751281962,0.527569213607349
311,0.0184068952568504,0.0743002494727261
312,0.0439105683887121,0.7045959594124
313,0.0227492046397086,0.647997566130944
314,0.0248283860918647,0.125528736065608
315,0.0230361746002291,0.465619364888407
316,0.0308992307558632,0.0801381973805837
317,0.0302111331623886,0.898036078459118
318,0.0392961213367619,0.194439558519516
319,0.0277678710579779,0.520878120537382
320,0.0384512271743221,0.898808030555956
321,0.0202202407725947,0.825616443166509
322,0.025540883285962,0.625623498337809
323,0.0261815867745224,0.270985214691609
324,0.049640032397972,0.149029123564251
325,0.0214880745873624,0.891138735816348
326,0.0498006026296178,0.154677547379397
327,0.0393321463255258,0.774979943048675
328,0.0258003726205626,0.216939081589226
329,0.0251393713963311,0.221134690202307
330,0.0455827578415978,0.8102357227006
331,0.0132281507124752,0.232629334423691
332,0.00870110481682932,0.601209544329904
333,0.0200225594398752,0.755090167210437
334,0.026922485628021,0.605574643847067
335,0.0122557690910017,0.385070948731154
336,0.0187987893929775,0.774080538833514
337,0.0290168748290441,0.429325377584901
338,0.0104556760309869,0.149720168188214
339,0.0400684870689199,0.96937960598385
340,0.0319437327487697,0.406926784343086
341,0.0368191744917538,0.557875363326166
342,0.0219462322591711,0.132941924037877
343,0.0289948210052098,0.332780883624218
344,0.0128096400332847,0.382014662921429
345,0.0231912744176923,0.0268256354308687
346,0.00843905682440149,0.518852584706619
347,0.0306985876996862,0.0219830692233518
348,0.047905550007415,0.567437134808861
349,0.023914954500678,0.128377949870192
350,0.0375604549481906,0.454949431982823
351,0.00103895499616396,0.283358384687454
352,0.0085567416644562,0.75728501530597
353,0.0320019251599978,0.285761215041857
354,0.00825727444631047,0.667175284752157
355,0.0177425915365503,0.216120243472978
356,0.00932945942433551,0.884279326712713
357,0.0448838315052912,0.903840494269971
358,0.011896814961012,0.422530380745884
359,0.049247324797886,0.754975318498909
360,0.00107632353314897,0.553121577859856
361,0.00538587287524016,0.395468349042349
362,0.0122488931498374,0.25905651635956
363,0.0361208966569696,0.0736412868555635
364,0.00164641981661553,0.280691968686879
365,0.0274720062083495,0.663436901266687
366,0.0341436059827451,0.68419029076118
367,0.0150190424464224,0.624278182510752
368,0.0194448352877563,0.92909238627879
369,0.0366249831277598,0.398459453401156
370,0.0481251959494711,0.377632311917841
371,0.0380322025544452,0.350992913625669
372,0.0290878413712792,0.577191255651414
373,0.0231490209184797,0.012581028714776
374,0.0178219179253303,0.862294073028024
375,0.0192022515708883,0.828235806494486
376,0.0102969937946019,0.11593738744501
377,0.00694763073730748,0.259673099508509
378,0.0194602163560083,0.587682426618412
379,0.0133096506760223,0.0109831583919004
380,0.0351677811419708,0.429066208824515
381,0.0203998295448488,0.783298134829383
382,0.0132855540555157,0.0875365278637037
383,0.0200548829755792,0.538126819496974
384,0.00987368346854811,0.416917083412409
385,0.0414982850613073,0.973039390938357
386,0.0264041066455212,0.511351991861593
387,0.0197625582130882,0.507515834586229
388,0.0287025886347191,0.210892472823616
389,0.0485488937679003,0.892624286038335
390,0.0325109899161523,0.986054166033864
391,0.0166867219289509,0.511844862331636
392,0.0165790569536155,0.340264402239118
393,0.0471223197884299,0.496759375021793
394,0.019061813600352,0.604526194515638
395,0.0282205529033742,0.916888152367901
396,0.025580669273953,0.177210297822021
397,0.00695163915109122,0.691600895954762
398,0.0119970727586397,0.991007759224158
399,0.0359032748190244,0.868831657303963
400,0.0148682166493754,0.505755462881643
401,0.0255667586445226,0.162150136495475
402,0.0138927556902892,0.659230615785345
403,0.01803923984427,0.794180684012826
404,0.0218820172699285,0.372372416157741
405,0.0401553059042152,0.349735615577083
406,0.0260352803290309,0.617763549122028
407,0.0348106420061551,0.400705612699967
408,0.0423933665513643,0.737594329407439
409,0.0422870055044,0.546713710157201
410,0.0195998682612716,0.589227820548695
411,0.00768415270310594,0.963780587348156
412,0.0319748954019183,0.0597588504827581
413,0.0143656793682603,0.529458095435984
414,0.0464176106766262,0.262413894694764
415,0.00779024960997747,0.400825539608486
416,0.0481924447903177,0.916316504266579
417,7.30113908089697e-05,0.950533465435728
418,0.0353792350049666,0.0198854638403282
419,0.0315130782131013,0.392582786171697
420,0.0386561714517348,0.584039214090444
421,0.0446314179919031,0.296391563089564
422,0.0255650921200332,0.424941304728854
423,0.0374525636368967,0.515648430956062
424,0.0463197260311944,0.719937798052561
425,0.004596758433457,0.110308199049905
426,0.0248378077364224,0.949256419099402
427,0.00988308796855854,0.544191754350904
428,0.0497067037364398,0.503385761014651
429,0.00185068389895372,0.919515908977482
430,0.0108859778754995,0.843673632992431
431,0.0445478977768216,0.758582590641454
432,0.00595563384488225,0.644434048172552
433,0.0184582593196188,0.629418897037394
434,0.00812719774162164,0.618424747611862
435,0.00834290901588975,0.744005854029674
436,0.0486255105616571,0.881660341869574
437,0.0405218832006189,0.0279170547774993
438,0.0476668482443807,0.609250535152387
439,0.0200015272355219,0.438233193883207
440,0.0426138435092988,0.283144024428912
441,0.00323549763703253,0.792830841811374
442,0.0151334130697302,0.0834629269037396
443,0.0245287386522861,0.732573800873943
444,0.0323165993588232,0.0218170584435575
445,0.0255366099755373,0.341397316846997
446,0.0398649891371769,0.898531423371751
447,0.0282547971754195,0.794864851369057
448,0.0176826640575612,0.708446806371212
449,0.032958406185715,0.170392102305777
450,0.0119713360579149,0.989302183226682
451,0.0132678872687672,0.487463353141211
452,0.0259182598780119,0.0918596095708199
453,0.0368981643213145,0.913469606779981
454,0.0389827491923957,0.723076166666578
455,0.00574357288101222,0.257794029933866
456,0.0306225437293481,0.892764112905133
457,0.0455476994072413,0.798041972958017
458,0.0317047327544144,0.937226043189876
459,0.0137404550082446,0.891345491572283
460,0.0176482385514723,0.273140974661801
461,0.0335447595388349,0.541727059704717
462,0.0453365038414579,0.940945032208692
463,0.0365144892322831,0.325425841941033
464,0.0459891517720162,0.147661208827049
465,0.019127838520715,0.271308603247162
466,0.0427084854841698,0.971160263277125
467,0.00274615716461325,0.117606220447924
468,0.0127067615874298,0.258244502726011
469,0.0183627785887988,0.464149988323916
470,0.0180349146928312,0.444163168696687
471,0.0140330213773297,0.3060332326754
472,0.0194407385789719,0.701970301757101
473,0.0174132407788443,0.837623055668082
474,0.0139533641209011,0.364647552836686
475,0.0400563958682003,0.761405706049409
476,0.0497507418980612,0.170609626900405
477,0.0376645656831167,0.359979908398818
478,0.0301711129936157,0.996506812684238
479,0.0297014695226378,0.351325233685784
480,0.0291186915001646,0.281893634074368
481,0.0119405776808737,0.531184779684991
482,0.022719676235537,0.759157270309515
483,0.0497758761186758,0.858639907489996
484,0.00414647166851675,0.126431739574764
485,0.00260478121391498,0.460246001817286
486,0.0246949226698279,0.818137951577082
487,0.00270913988716202,0.848670003267471
488,0.0475229241693346,0.85174910281552
489,0.0316632311594114,0.357034148229286
490,0.0135041546573932,0.051825397759676
491,0.0498406786898477,0.804312930800952
492,0.017946617527334,0.811499913691077
493,0.0185943862687098,0.362757056339178
494,0.0165180176629545,0.288911431476008
495,0.00522873171600513,0.947917475278955
496,0.0289992724303715,0.76561642662622
497,0.0166611424040352,0.179046324542724
498,0.000198841182787437,0.38606043925276
499,0.0497298595135403,0.104863687513862
500,0.0184680507067661,0.839035450902302
501,0.0110194257359207,0.436486698419321
502,0.0371605435189279,0.703102090361062
503,0.0153048060267395,0.341524792246055
504,0.0201164203776093,0.263593722521327
505,0.0196846364317927,0.334716004913207
506,0.0220434151304443,0.901745479041711
507,0.0386425257538632,0.322231569595169
508,0.0104863564835582,0.499517877167091
509,0.0374086531806202,0.927209713491611
510,0.0292719040789153,0.5159743822366
511,0.0162291153036105,0.849620183689985
512,0.0187586220231932,0.990656957717147
513,0.00135659032484749,0.24350928354077
514,0.024171910457802,0.190422709078994
515,0.0485043211340369,0.423521843214985
516,2.9749564086087e-05,0.492563127456233
517,0.00529407040054677,0.887255937315058
518,0.022002760788009,0.0382080524438061
519,0.0156218140605302,0.31634899090277
520,0.0485669287725026,0.900876046814956
521,0.0292675907645468,0.256727902456187
522,0.0366990921386494,0.360242091438267
523,0.0331797222836921,0.944938047016039
524,0.0361519961208804,0.896967799011618
525,0.00555963702905923,0.789103723897133
526,0.0109367750624823,0.693717321623117
527,0.031132089429046,0.736784116458148
528,0.0479644285962684,0.412086612815037
529,0.0406176632452058,0.58201995045878
530,0.00111792011569487,0.579140302047599
531,0.0341301268884377,0.49882566412678
532,0.0415410686913389,0.0139059568406083
533,0.0403922440601606,0.0131534061254933
534,0.0420938413583441,0.59564548437018
535,0.00939150699594989,0.97072112221038
536,0.00475629226383287,0.166426192037761
537,0.0224462675653817,0.215297042869497
538,0.030028019596911,0.600534171329346
539,0.04317997833153,0.504860117812641
540,0.0425742801909172,0.140821117893793
541,0.0348920806543762,0.217217103135772
542,0.0322021685491921,0.62397389914142
543,0.032738309468932,0.383735710696783
544,0.0440189398520836,0.0525767321139574
545,0.0428482889085892,0.826315323025919
546,0.0423430106764357,0.0687757123657502
547,0.01633278739186,0.5264379194309
548,0.0273545951922052,0.826760728685185
549,0.0367214546923665,0.539071929559577
550,0.0402667239757581,0.958875139872543
551,0.0103299360005488,0.279418887451757
552,0.0440092816290679,0.238050016858615
553,0.0198098573071812,0.503762382240966
554,0.0491505189087871,0.281399461496621
555,0.0280754817964253,0.987369091741275
556,0.0454316372118774,0.0479337901505642
557,0.0357595370410755,0.242369647715241
558,0.0117894642558205,0.726353480245452
559,0.000205219908801373,0.73842694948893
560,0.0239742316042329,0.979956700846087
561,0.0436079349462967,0.683292340554763
562,0.013123740081822,0.193814563648775
563,0.0331735937307263,0.443870788237546
564,0.04398343970994,0.0402540760138072
565,0.0455761477282108,0.692254852522165
566,0.0195220201444975,0.35756411367096
567,0.043258883055232,0.671762265819125
568,0.0257357828838727,0.432660336110275
569,0.037062535323347,0.906823631545994
570,0.0480107286160183,0.488994551354554
571,0.0284898014660017,0.422230938386638
572,0.0155618644088577,0.111183436708525
573,0.037167648379954,0.846857184444089
574,0.0225291437483951,0.961038966272026
575,0.0236998516192357,0.289552919480484
576,0.0237260841500456,0.529687738460489
577,0.0370378716524667,0.519378560613841
578,0.00536855641688919,0.854429688716773
579,0.0321126170266932,0.871469637153205
580,0.0211149783358164,0.721995489189867
581,0.0400274563728273,0.632556489319541
582,0.0308432444975339,0.538675189167261
583,0.0124759225954604,0.88343992225593
584,0.0340643548065005,0.97808250478236
585,0.0173934542137291,0.800758514918853
586,0.0445742710838025,0.243873133785091
587,0.03286539891375,0.990999416883569
588,0.0469338866295735,0.637306345182005
589,0.00671753375622444,0.682809915759135
590,0.0486232790702116,0.904849782176316
591,0.0175439184621861,0.575333153260872
592,0.0118576416839915,0.634098040775862
593,0.0307852828917187,0.624268500721082
594,0.0373592137300479,0.597347175481264
595,0.0481762839419628,0.7124881798774
596,0.0466349065353884,0.174963996994775
597,0.0396114152417192,0.10439838512335
598,0.0155936138408305,0.645242202505469
599,0.00467973789112642,0.300534176218789
600,0.0103726198360464,0.393486982530449
601,0.00159799911064096,0.601761176069267
602,0.0289894775631023,0.338131830112543
603,0.0077186997574009,0.786250326475128
604,0.00627227242706343,0.679127820713911
605,0.00740781070915051,0.685430703130551
606,0.0456679979585577,0.296426990376785
607,0.012878946021942,0.0804730031779036
608,0.0271278401175351,0.83128641249612
609,0.0324546329142619,0.599108285715338
610,0.00746822655749507,0.371346807533409
611,0.0424485330954823,0.175804656075779
612,0.0146823190328875,0.920922124674544
613,0.0276115786178503,0.919655389399268
614,0.0436580114221363,0.236438035874162
615,0.0323527522624377,0.347131974122021
616,0.0198651977759227,0.509483374415431
617,0.0014863771784422,0.99216787426034
618,0.0178493899498787,0.163286652241368
619,0.0349302481645113,0.298669985800516
620,0.0149794218980754,0.679257593760267
621,0.0402455507857283,0.666457293713465
622,0.0387162127621379,0.949406423105393
623,0.0105646475302358,0.319322503092699
624,0.0188643992011342,0.116268881845754
625,0.0155755676858709,0.940176045063417
626,0.0448797126936587,0.527076207832433
627,0.0208289082021476,0.205497700234409
628,0.0417958402492362,0.512602510144934
629,0.0160787720097601,0.0389410378900357
630,0.00687846145109972,0.0366535907820798
631,0.0308894686180353,0.14855302605778
632,0.0337740713043069,0.162264871108346
633,0.0136288808782562,0.268201990940142
634,0.00931848639029311,0.642874924370553
635,0.0165230153043149,0.420881420732476
636,0.00609978174181888,0.0472654430917464
637,0.0117841722939117,0.960056076645851
638,0.046643003010028,0.0827756044315174
639,0.039129245275436,0.919482849410269
640,0.0225937398168119,0.0672945091873407
641,0.00554889553369954,0.303762624224182
642,0.0444350080210622,0.687935564422514
643,0.0406812370190676,0.318424781314097
644,0.00984737031297292,0.0115409556077793
645,0.0300151189477579,0.735930422239471
646,0.00200749855524162,0.48327958220616
647,0.0236933615642367,0.361339099083561
648,0.0388504776364751,0.355003556099255
649,0.0289958472105372,0.802305790900718
650,0.0161063669443014,0.174530322521459
651,0.049669486043537,0.241995326671749
652,0.0248185056415293,0.12739203190431
653,0.0340756043065526,0.0683216020162217
654,0.0368987524502864,0.482187256063335
655,0.0453815715023014,0.449918648400344
656,0.0220795440107421,0.389677178587299
657,0.0374087276016898,0.620614420007914
658,0.037728349172154,0.0836661923932843
659,0.0222735227148421,0.2273289451655
660,0.0183251388583635,0.401042135970201
661,0.00396405896933982,0.138321265187114
662,0.010267704750658,0.406274387815502
663,0.0442511909704632,0.518909647173714
664,0.0458469164290605,0.0392114927363582
665,0.0308820420959708,0.441883949830662
666,0.0183083916269173,0.304447989501059
667,0.0337975703913649,0.293454403653741
668,0.0205268787762173,0.313018719872925
669,0.0334700710352627,0.617688409048133
670,0.0455083688962157,0.135981272996869
671,0.0207496224225499,0.517072515655309
672,0.00765605208007386,0.31404425681103
673,0.0188799112453475,0.777913605764043
674,0.023294854823933,0.945368605789263
675,0.0122210952392197,0.378577202081215
676,0.00591978565562516,0.163398700580001
677,0.000424034904814325,0.274754302701913
678,0.0325469361889805,0.427248563743196
679,0.00283771352834068,0.559779208675027
680,0.00651416042215889,0.769673572254833
681,0.04803488598153,0.609628751685377
682,0.0129859821660095,0.346074914375786
683,0.000463239386540372,0.551110014850274
684,0.0496436027586786,0.568418816372287
685,0.0326486610733392,0.79374794146046
686,0.0362269961710228,0.791062810744625
687,0.035716956596626,0.752411889329087
688,0.0412529586707987,0.518532426180318
689,0.00742076360668987,0.941444782942999
690,0.0337534236126929,0.94280926642241
691,0.0423451741949306,0.257122804592364
692,0.0496293237950024,0.78661946882261
693,0.0152116183703928,0.485568488854915
694,0.0072782904980774,0.270853061478119
695,0.0259566568084946,0.343853538227268
696,0.0416092943872884,0.601520172506571
697,0.0459093936851644,0.327982306252234
698,0.0174117120974464,0.213180507943034
699,0.0166411399782449,0.297192745879293
700,0.0419449615430715,0.513166228735354
701,0.0223175171246962,0.849582935895305
702,0.0347327322597965,0.184925420114305
703,0.0451415132133337,0.317274956824258
704,0.00148341545498464,0.685058010125067
705,0.0235956678366661,0.134400240408722
706,0.0204504218120081,0.0754670006711967
707,0.0168536442328338,0.892127454385627
708,0.0331671446922817,0.395049814654049
709,0.0436580610400625,0.737326687150635
710,0.00434710306221154,0.486352634525392
711,0.0167388334846706,0.587244512054604
712,0.0466881063683098,0.972060026384424
713,0.0459304636005382,0.273866470395587
714,0.0343407932661776,0.147596839896869
715,0.0191833434746857,0.646947689990047
716,0.000459018545646686,0.747696992834099
717,0.0359997390509327,0.234950546666514
718,0.0240515214582323,0.012623796579428
719,0.00019610210566083,0.569961862636264
720,0.0286098630314879,0.976430856420193
721,0.00404194536745548,0.710179223674349
722,0.0190007374948892,0.843575235693716
723,0.0499761886098236,0.925817470846232
724,0.00488239862657385,0.747783710579388
725,0.0402127619495709,0.503820618656464
726,0.00422063692003954,0.48858547447715
727,0.0438603475634661,0.0138653803616762
728,0.0491273164933966,0.197652321532369
729,0.0304965699371393,0.607234066822566
730,0.0342448057062249,0.852128606704064
731,0.0247348090808699,0.267332398744766
732,0.0138066911801579,0.528890683506615
733,0.000196018699125852,0.465590966308955
734,0.0332246694205795,0.441567942651454
735,0.0274184680237714,0.694452606560662
